,Year,Race Name,Driver ID,Constructor Name,Grid Position,Final Position,Fastest Lap Time,Points,Status,Number of Laps,Lap,Duration,Weather,Temperature (°C),Humidity (%),Wind Speed (m/s),Rain (mm),Pit Stops
8561,2023,Sp,al,As,8.0,7.0,78.083,6.0,Finished,66.0,19.0,22.558,No rain,9.61,85,3.09,0.0,1
8562,2022,Sã,al,Wi,19.0,15.0,75.613,0.0,Finished,71.0,4.0,24.361,No rain,21.25,86,4.63,0.0,2
8563,2024,Ca,pe,,,,,,DNF,,25.0,33.762,No rain,-4.97,57,6.69,0.0,2
8564,2020,Ba,oc,Re,7.0,9.0,94.354,2.0,Finished,57.0,17.0,24.076,No rain,21.05,72,5.45,0.0,2
8565,2022,Ca,ru,Me,8.0,4.0,76.418,12.0,Finished,70.0,19.0,23.951,No rain,-4.97,57,6.69,0.0,2
8566,2020,Ru,ke,,,,,,DNF,,19.0,30.188,No rain,-0.89,51,7.0,0.0,1
8567,2021,Qa,ma,,,,,,DNF,,41.0,25.175,No rain,20.97,72,3.43,0.0,3
8568,2022,Sa,al,Al,7.0,16.0,93.831,0.0,DNF,35.0,16.0,21.543,No rain,26.03,53,2.06,0.0,1
8569,2019,Sp,st,Ra,16.0,19.0,83.226,0.0,DNF,44.0,22.0,23.321,No rain,9.61,85,3.09,0.0,1
8570,2023,Sã,oc,Al,14.0,10.0,74.206,1.0,+1 Lap,70.0,2.0,23:34.725,No rain,21.25,86,4.63,0.0,2
8571,2023,Si,al,Wi,14.0,11.0,97.342,0.0,Finished,62.0,43.0,29.787,No rain,26.92,87,1.03,0.0,2
8572,2022,Un,ts,Al,19.0,10.0,101.243,1.0,Finished,56.0,33.0,23.241,Rain,17.84,85,3.09,0.0,2
8573,2022,Mo,pe,,,,,,DNF,,16.0,24.409,No rain,11.92,73,3.6,0.0,2
8574,2019,Ab,ga,To,11.0,18.0,102.414,0.0,+2 Laps,53.0,,,No rain,21.1,68,2.06,0.0,0
8575,2020,Po,al,Re,6.0,12.0,79.89,0.0,+1 Lap,65.0,46.0,25.882,No rain,10.33,88,1.9,0.0,2
8576,2023,Si,al,As,7.0,15.0,96.456,0.0,Finished,62.0,20.0,30.670,No rain,26.92,87,1.03,0.0,2
8577,2023,Me,ma,,,,,,DNF,,33.0,22.372,No rain,23.88,23,4.12,0.0,3
8578,2021,It,ha,Me,4.0,17.0,85.87,0.0,DNF,25.0,25.0,25.619,Rain,5.0,87,0.45,1.0,1
8579,2024,Sã,ha,Me,14.0,10.0,82.041,1.0,Finished,69.0,32.0,23:45.703,No rain,21.25,86,4.63,0.0,2
8580,2023,Hu,ru,Me,18.0,6.0,82.158,8.0,Finished,70.0,28.0,21.886,No rain,1.26,70,3.09,0.0,1
8581,2021,Em,pe,,,,,,DNF,,28.0,44.608,Rain,4.34,96,2.91,1.33,1
8582,2021,Az,ra,,,,,,DNF,,13.0,20.048,Rain,4.97,75,12.35,0.0,1
8583,2020,Ei,ve,Fe,11.0,11.0,90.408,0.0,Finished,60.0,11.0,22.616,No rain,-2.31,93,3.09,0.0,2
8584,2022,Du,ri,Mc,17.0,17.0,75.577,0.0,Finished,72.0,27.0,19.567,No rain,1.59,88,3.6,0.0,2
8585,2020,Ab,ke,,,,,,DNF,,47.0,23.098,No rain,21.1,68,2.06,0.0,2
8586,2023,Qa,pi,Mc,6.0,2.0,84.92099999999999,18.0,Finished,57.0,12.0,28.875,No rain,20.97,72,3.43,0.0,2
8587,2020,It,ga,Al,10.0,1.0,84.037,25.0,Finished,53.0,26.0,25:19.879,Rain,5.0,87,0.45,1.0,2
8588,2022,Au,oc,Al,6.0,5.0,69.559,10.0,Finished,71.0,44.0,22.109,No rain,-2.06,86,1.54,0.0,2
8589,2021,Sã,la,Wi,16.0,16.0,74.616,0.0,+1 Lap,70.0,7.0,18.153,No rain,21.25,86,4.63,0.0,1
8590,2022,Un,al,Wi,8.0,13.0,101.674,0.0,Finished,56.0,18.0,24.311,Rain,17.84,85,3.09,0.0,2
8591,2019,Br,ve,Fe,2.0,17.0,71.384,0.0,DNF,65.0,25.0,23.039,No rain,21.25,86,4.63,0.0,1
8592,2020,It,st,Ra,8.0,3.0,83.89699999999999,15.0,Finished,53.0,26.0,25:17.308,Rain,5.0,87,0.45,1.0,1
8593,2023,Ja,ha,Me,7.0,5.0,95.61099999999999,10.0,Finished,53.0,16.0,24.841,No rain,7.84,72,6.85,0.0,1
8594,2019,Ch,ke,,,,,,DNF,,9.0,23.964,No rain,2.99,75,4.0,0.0,2
8595,2024,Mi,pe,,,,,,DNF,,17.0,21.695,No rain,22.99,64,8.23,0.0,2
8596,2024,Hu,ke,,,,,,DNF,,6.0,21.871,No rain,1.26,70,3.09,0.0,2
8597,2022,Au,la,Wi,18.0,16.0,83.882,0.0,+1 Lap,57.0,23.0,17.936,No rain,17.76,67,0.89,0.0,2
8598,2021,Tu,bo,Me,1.0,1.0,90.432,26.0,Finished,58.0,37.0,22.962,No rain,5.73,65,4.63,0.0,1
8599,2020,Sa,ve,Fe,13.0,12.0,,0.0,Finished,87.0,54.0,28.080,No rain,21.05,72,5.45,0.0,2
8600,2022,Au,ha,Me,8.0,3.0,,15.0,Finished,71.0,28.0,23.026,No rain,-2.06,86,1.54,0.0,1
8601,2024,It,ru,Me,3.0,7.0,82.036,6.0,Finished,53.0,11.0,32.696,Rain,5.0,87,0.45,1.0,2
8602,2023,Ba,no,Mc,11.0,17.0,95.822,0.0,+2 Laps,55.0,27.0,33.467,No rain,21.05,72,5.45,0.0,3
8603,2024,Sã,zh,Sa,19.0,15.0,83.05799999999999,0.0,Finished,69.0,28.0,27.067,No rain,21.25,86,4.63,0.0,3
8604,2020,Tu,gi,Al,17.0,17.0,133.809,0.0,DNF,5.0,,,No rain,5.13,81,2.59,0.0,0
8605,2023,It,pe,,,,,,DNF,,21.0,23.819,Rain,5.0,87,0.45,1.0,1
8606,2020,Tu,sa,Mc,15.0,5.0,98.75399999999999,10.0,Finished,58.0,10.0,23.910,No rain,5.73,65,4.63,0.0,2
8607,2021,Po,ru,Wi,11.0,16.0,82.654,0.0,+1 Lap,65.0,3.0,22.755,No rain,10.33,88,1.9,0.0,2
8608,2020,Be,ru,Wi,15.0,19.0,111.75399999999999,0.0,DNF,9.0,,,Rain,-1.91,100,2.57,0.0,0
8609,2023,Du,ke,,,,,,DNF,,9.0,20.137,No rain,1.59,88,3.6,0.0,2
8610,2022,Fr,al,Al,7.0,6.0,98.16,8.0,Finished,53.0,18.0,36.524,No rain,8.64,77,3.73,0.1,1
8611,2022,Au,mi,,,,,,DNF,,14.0,19.039,No rain,17.76,67,0.89,0.0,1
8612,2023,Sp,st,As,5.0,6.0,78.72200000000001,8.0,Finished,66.0,34.0,23.371,No rain,9.61,85,3.09,0.0,2
8613,2020,Em,gr,Ha,16.0,14.0,78.822,0.0,Finished,63.0,9.0,30.422,Rain,4.34,96,2.91,1.33,2
8614,2024,Si,st,As,17.0,14.0,97.851,0.0,+1 Lap,61.0,26.0,29.816,No rain,26.92,87,1.03,0.0,1
8615,2021,Em,pe,,,,,,DNF,,28.0,44.608,Rain,4.34,96,2.91,1.33,1
8616,2023,Sã,st,As,3.0,5.0,74.007,10.0,Finished,71.0,2.0,23:29.984,No rain,21.25,86,4.63,0.0,2
8617,2023,Sa,zh,Al,11.0,13.0,93.894,0.0,Finished,50.0,18.0,21.282,No rain,26.03,53,2.06,0.0,2
8618,2021,Em,oc,Al,9.0,9.0,79.422,2.0,Finished,63.0,27.0,30.652,Rain,4.34,96,2.91,1.33,3
8619,2022,Be,ru,Me,5.0,4.0,110.793,12.0,Finished,44.0,13.0,22.825,Rain,-1.91,100,2.57,0.0,2
8620,2023,La,st,As,19.0,5.0,96.584,10.0,Finished,50.0,3.0,22.222,No rain,14.64,31,1.54,0.0,2
8621,2023,It,ga,Al,17.0,15.0,85.758,0.0,Finished,51.0,10.0,27.376,Rain,5.0,87,0.45,1.0,2
8622,2021,Hu,gi,Al,0.0,13.0,82.736,0.0,+1 Lap,69.0,1.0,26.573,No rain,1.26,70,3.09,0.0,2
8623,2020,Po,gi,Al,17.0,15.0,81.893,0.0,+1 Lap,65.0,28.0,26.473,No rain,10.33,88,1.9,0.0,1
8624,2021,Ab,ma,,,,,,DNF,,13.0,21.152,No rain,21.1,68,2.06,0.0,3
8625,2023,Sp,ha,Me,4.0,2.0,76.676,18.0,Finished,66.0,24.0,22.575,No rain,9.61,85,3.09,0.0,1
8626,2023,Ca,sa,Wi,18.0,20.0,78.437,0.0,DNF,6.0,,,No rain,-4.97,57,6.69,0.0,0
8627,2019,Br,pe,,,,,,DNF,,24.0,38.032,No rain,4.18,97,2.28,0.0,3
8628,2019,Me,kv,To,9.0,11.0,79.905,0.0,+1 Lap,70.0,10.0,22.490,No rain,23.88,23,4.12,0.0,2
8629,2022,Au,st,As,19.0,12.0,83.592,0.0,Finished,58.0,23.0,20.402,No rain,17.76,67,0.89,0.0,3
8630,2022,Ca,zh,Al,10.0,8.0,76.92699999999999,4.0,Finished,70.0,19.0,24.281,No rain,-4.97,57,6.69,0.0,1
8631,2019,Ge,ga,Re,4.0,14.0,77.495,0.0,DNF,61.0,3.0,29.667,No rain,0.22,86,0.0,0.0,1
8632,2023,Ca,sa,Fe,11.0,5.0,75.911,10.0,Finished,70.0,38.0,24.133,No rain,-4.97,57,6.69,0.0,1
8633,2022,Mi,la,Wi,19.0,14.0,94.169,0.0,Finished,57.0,34.0,19.185,No rain,22.99,64,8.23,0.0,1
8634,2021,Sp,ha,Me,1.0,1.0,80.66499999999999,25.0,Finished,66.0,28.0,22.220,No rain,9.61,85,3.09,0.0,2
8635,2019,Ch,bo,Me,1.0,2.0,94.872,18.0,Finished,56.0,21.0,22.196,No rain,2.99,75,4.0,0.0,1
8636,2022,Sa,ga,Al,9.0,8.0,93.468,4.0,Finished,50.0,15.0,22.820,No rain,26.03,53,2.06,0.0,1
8637,2024,Du,ma,,,,,,DNF,,27.0,20.785,No rain,1.59,88,3.6,0.0,1
8638,2024,Mi,sa,Wi,17.0,20.0,93.452,0.0,DNF,27.0,11.0,22.611,No rain,22.99,64,8.23,0.0,1
8639,2023,Be,ha,Me,3.0,4.0,107.305,13.0,Finished,44.0,12.0,23.090,Rain,-1.91,100,2.57,0.0,2
8640,2019,Ru,ha,Me,2.0,1.0,95.761,26.0,Finished,53.0,28.0,29.751,No rain,-0.89,51,7.0,0.0,1
8641,2023,Ca,no,Mc,7.0,13.0,76.374,0.0,Finished,70.0,12.0,25.862,No rain,-4.97,57,6.69,0.0,2
8642,2024,Ca,ke,,,,,,DNF,,41.0,24.833,No rain,-4.97,57,6.69,0.0,3
8643,2019,Ja,sa,Mc,7.0,5.0,93.563,10.0,Finished,52.0,26.0,23.476,No rain,7.84,72,6.85,0.0,1
8644,2019,Ab,ke,,,,,,DNF,,20.0,21.531,No rain,21.1,68,2.06,0.0,1
8645,2019,Un,st,Ra,14.0,13.0,100.38,0.0,+1 Lap,55.0,29.0,25.195,Rain,17.84,85,3.09,0.0,2
8646,2019,Ba,al,To,12.0,9.0,96.75200000000001,2.0,Finished,57.0,9.0,25.659,No rain,21.05,72,5.45,0.0,2
8647,2024,Br,ha,Me,2.0,1.0,89.438,25.0,Finished,52.0,27.0,28.929,No rain,4.18,97,2.28,0.0,2
8648,2021,Ru,al,Al,6.0,6.0,98.686,8.0,Finished,53.0,36.0,30.157,No rain,-0.89,51,7.0,0.0,1
8649,2021,Br,sa,Fe,10.0,6.0,91.223,8.0,Finished,52.0,2.0,34:19.122,No rain,4.18,97,2.28,0.0,1
8650,2021,Tu,ga,Al,4.0,6.0,92.814,8.0,Finished,58.0,39.0,29.310,No rain,5.73,65,4.63,0.0,1
8651,2023,La,st,As,19.0,5.0,96.584,10.0,Finished,50.0,3.0,22.222,No rain,14.64,31,1.54,0.0,2
8652,2024,Az,ru,Me,5.0,3.0,106.628,15.0,Finished,51.0,12.0,19.954,Rain,4.97,75,12.35,0.0,1
8653,2020,Tu,pe,,,,,,DNF,,7.0,17.531,No rain,5.13,81,2.59,0.0,2
8654,2021,Au,ru,Wi,8.0,11.0,68.9,0.0,+1 Lap,70.0,30.0,21.606,No rain,-2.06,86,1.54,0.0,1
8655,2022,Si,sa,Fe,4.0,3.0,108.414,15.0,Finished,59.0,35.0,30.603,No rain,26.92,87,1.03,0.0,1
8656,2024,Du,al,Wi,19.0,14.0,74.434,0.0,+1 Lap,71.0,54.0,21.016,No rain,1.59,88,3.6,0.0,2
8657,2021,Ba,le,Fe,4.0,6.0,94.988,8.0,Finished,56.0,12.0,24.925,No rain,21.05,72,5.45,0.0,2
8658,2021,Hu,al,Al,9.0,4.0,80.35900000000001,12.0,Finished,70.0,3.0,37.122,No rain,1.26,70,3.09,0.0,2
8659,2021,Br,gi,Al,15.0,13.0,92.346,0.0,+1 Lap,51.0,2.0,34:30.250,No rain,4.18,97,2.28,0.0,2
8660,2020,Ab,la,Wi,18.0,17.0,102.497,0.0,+1 Lap,54.0,11.0,21.357,No rain,21.1,68,2.06,0.0,2
8661,2023,Un,ga,Al,7.0,6.0,100.412,8.0,Finished,56.0,37.0,24.880,Rain,17.84,85,3.09,0.0,2
8662,2024,Ch,st,As,11.0,15.0,99.444,0.0,Finished,56.0,21.0,22.911,No rain,2.99,75,4.0,0.0,2
8663,2019,Ch,al,To,0.0,10.0,98.90100000000001,1.0,+1 Lap,55.0,19.0,23.215,No rain,2.99,75,4.0,0.0,1
8664,2021,Du,pe,,,,,,DNF,,8.0,19.287,No rain,1.59,88,3.6,0.0,2
8665,2019,Ge,ha,Me,1.0,9.0,78.811,2.0,Finished,64.0,3.0,20.203,No rain,0.22,86,0.0,0.0,1
8666,2024,Un,oc,Al,12.0,18.0,97.33,0.0,+1 Lap,55.0,51.0,26.175,Rain,17.84,85,3.09,0.0,2
8667,2024,La,no,Mc,6.0,6.0,94.876,9.0,Finished,50.0,30.0,20.668,No rain,14.64,31,1.54,0.0,2
8668,2023,Au,zh,Al,17.0,9.0,81.819,2.0,Finished,58.0,1.0,18.951,No rain,17.76,67,0.89,0.0,2
8669,2019,Br,ri,Re,11.0,6.0,72.733,8.0,Finished,71.0,40.0,29.491,No rain,21.25,86,4.63,0.0,2
8670,2022,Sp,pe,,,,,,DNF,,17.0,22.032,No rain,9.61,85,3.09,0.0,1
8671,2023,Un,le,Fe,1.0,20.0,,0.0,DNF,56.0,23.0,23.963,Rain,17.84,85,3.09,0.0,1
8672,2023,Az,st,As,9.0,7.0,105.62700000000001,6.0,Finished,51.0,11.0,23.161,Rain,4.97,75,12.35,0.0,1
8673,2020,Br,ri,Re,8.0,4.0,89.482,12.0,Finished,52.0,12.0,29.559,No rain,4.18,97,2.28,0.0,1
8674,2022,Hu,al,Wi,17.0,17.0,83.047,0.0,+1 Lap,69.0,2.0,31.224,No rain,1.26,70,3.09,0.0,3
8675,2022,Ba,la,Wi,20.0,16.0,98.251,0.0,Finished,57.0,14.0,24.457,No rain,21.05,72,5.45,0.0,2
8676,2023,Ab,ga,Al,10.0,13.0,89.01599999999999,0.0,Finished,58.0,17.0,23.091,No rain,21.1,68,2.06,0.0,2
8677,2024,Au,ga,Al,17.0,13.0,81.09,0.0,+1 Lap,57.0,17.0,20.316,No rain,17.76,67,0.89,0.0,1
8678,2023,Me,ga,Al,11.0,11.0,83.23,0.0,Finished,71.0,28.0,22.627,No rain,23.88,23,4.12,0.0,1
8679,2024,Hu,ri,RB,9.0,12.0,82.64,0.0,+1 Lap,69.0,28.0,21.378,No rain,1.26,70,3.09,0.0,2
8680,2019,Ca,ku,Wi,19.0,18.0,77.285,0.0,DNF,67.0,8.0,25.210,No rain,-4.97,57,6.69,0.0,2
8681,2019,Ba,ra,,,,,,DNF,,9.0,25.647,No rain,21.05,72,5.45,0.0,2
8682,2021,Tu,ri,Mc,20.0,13.0,93.255,0.0,+1 Lap,57.0,21.0,23.028,No rain,5.73,65,4.63,0.0,1
8683,2021,Sa,ga,Al,6.0,6.0,92.297,8.0,Finished,50.0,13.0,16:41.775,No rain,26.03,53,2.06,0.0,1
8684,2019,Ba,st,Ra,18.0,14.0,97.037,0.0,+1 Lap,56.0,23.0,26.600,No rain,21.05,72,5.45,0.0,2
8685,2021,Mo,ga,Al,6.0,6.0,75.412,8.0,Finished,78.0,30.0,24.428,No rain,11.92,73,3.6,0.0,1
8686,2021,Sa,sa,Fe,15.0,8.0,91.851,4.0,Finished,50.0,13.0,16:44.618,No rain,26.03,53,2.06,0.0,1
8687,2019,Me,ku,Wi,20.0,18.0,80.696,0.0,+2 Laps,69.0,60.0,22.570,No rain,23.88,23,4.12,0.0,2
8688,2023,Ab,al,As,7.0,7.0,88.256,6.0,Finished,58.0,12.0,22.462,No rain,21.1,68,2.06,0.0,2
8689,2019,Ba,pe,,,,,,DNF,,33.0,26.798,No rain,21.05,72,5.45,0.0,2
8690,2019,Br,bo,Me,1.0,2.0,87.406,18.0,Finished,52.0,45.0,28.177,No rain,4.18,97,2.28,0.0,2
8691,2023,Qa,oc,Al,8.0,7.0,86.45,6.0,Finished,57.0,25.0,28.969,No rain,20.97,72,3.43,0.0,2
8692,2020,Ru,bo,Me,3.0,1.0,97.03,26.0,Finished,53.0,26.0,29.750,No rain,-0.89,51,7.0,0.0,1
8693,2021,Sp,ri,Mc,7.0,6.0,81.85300000000001,8.0,Finished,66.0,25.0,22.406,No rain,9.61,85,3.09,0.0,2
8694,2019,Ch,kv,To,11.0,19.0,97.975,0.0,DNF,41.0,7.0,17.257,No rain,2.99,75,4.0,0.0,3
8695,2022,Br,ma,,,,,,DNF,,1.0,50:37.323,No rain,4.18,97,2.28,0.0,3
8696,2023,Ca,ga,Al,15.0,12.0,76.425,0.0,Finished,70.0,10.0,27.515,No rain,-4.97,57,6.69,0.0,2
8697,2020,Ab,kv,Al,7.0,11.0,102.70400000000001,0.0,+1 Lap,54.0,10.0,25.724,No rain,21.1,68,2.06,0.0,1
8698,2022,Fr,bo,Al,11.0,14.0,97.963,0.0,Finished,53.0,36.0,36.520,No rain,8.64,77,3.73,0.1,2
8699,2022,It,mi,,,,,,DNF,,33.0,24.817,Rain,5.0,87,0.45,1.0,1
8700,2024,Du,al,As,7.0,10.0,74.758,1.0,+1 Lap,71.0,31.0,21.348,No rain,1.59,88,3.6,0.0,1
8701,2023,Me,ri,Al,4.0,7.0,82.679,6.0,Finished,71.0,27.0,22.406,No rain,23.88,23,4.12,0.0,2
8702,2022,Au,no,Mc,4.0,5.0,82.248,10.0,Finished,58.0,20.0,17.556,No rain,17.76,67,0.89,0.0,1
8703,2019,Br,no,Mc,8.0,11.0,89.636,0.0,Finished,52.0,13.0,28.275,No rain,4.18,97,2.28,0.0,2
8704,2024,Du,ru,Me,4.0,7.0,73.92699999999999,6.0,Finished,72.0,54.0,21.159,No rain,1.59,88,3.6,0.0,2
8705,2022,Be,al,Al,3.0,5.0,112.868,10.0,Finished,44.0,25.0,23.954,Rain,-1.91,100,2.57,0.0,2
8706,2023,Mo,ts,Al,9.0,15.0,77.68,0.0,+2 Laps,76.0,53.0,33.706,No rain,11.92,73,3.6,0.0,1
8707,2021,Hu,la,Wi,18.0,7.0,82.831,6.0,Finished,70.0,2.0,24:14.435,No rain,1.26,70,3.09,0.0,2
8708,2023,Ab,ha,Me,11.0,9.0,88.372,2.0,Finished,58.0,35.0,22.045,No rain,21.1,68,2.06,0.0,2
8709,2024,Br,pe,,,,,,DNF,,19.0,28.391,No rain,4.18,97,2.28,0.0,2
8710,2022,Me,oc,Al,10.0,8.0,83.279,4.0,+1 Lap,70.0,33.0,22.343,No rain,23.88,23,4.12,0.0,1
8711,2019,Si,le,Fe,1.0,2.0,104.723,18.0,Finished,61.0,20.0,29.168,No rain,26.92,87,1.03,0.0,1
8712,2023,Au,st,As,6.0,9.0,68.463,2.0,Finished,71.0,2.0,16.646,No rain,-2.06,86,1.54,0.0,1
8713,2024,Hu,bo,Sa,12.0,16.0,82.792,0.0,+1 Lap,69.0,16.0,22.146,No rain,1.26,70,3.09,0.0,1
8714,2023,Du,al,As,5.0,2.0,73.837,19.0,Finished,72.0,10.0,20.109,No rain,1.59,88,3.6,0.0,2
8715,2021,Br,ri,Mc,6.0,5.0,91.28399999999999,10.0,Finished,52.0,2.0,34:11.281,No rain,4.18,97,2.28,0.0,2
8716,2023,Sã,pe,,,,,,DNF,,1.0,20.811,No rain,21.25,86,4.63,0.0,2
8717,2024,Sã,ru,Me,2.0,4.0,81.645,12.0,Finished,69.0,32.0,23:35.838,No rain,21.25,86,4.63,0.0,2
8718,2024,Mi,st,As,11.0,17.0,91.588,0.0,Finished,57.0,28.0,22.631,No rain,22.99,64,8.23,0.0,2
8719,2023,Si,ke,,,,,,DNF,,20.0,31.475,No rain,26.92,87,1.03,0.0,2
8720,2020,St,oc,Re,5.0,18.0,69.321,0.0,DNF,25.0,,,No rain,-2.06,86,1.54,0.0,0
8721,2022,Sa,ha,Me,15.0,10.0,92.997,1.0,Finished,50.0,40.0,21.788,No rain,26.03,53,2.06,0.0,1
8722,2019,Ge,bo,Me,3.0,15.0,78.27199999999999,0.0,DNF,56.0,3.0,22.243,No rain,0.22,86,0.0,0.0,2
8723,2019,Fr,gi,Al,10.0,16.0,95.11500000000001,0.0,+1 Lap,52.0,34.0,31.697,No rain,8.64,77,3.73,0.1,2
8724,2021,Ab,ve,As,15.0,11.0,88.303,0.0,Finished,58.0,23.0,21.221,No rain,21.1,68,2.06,0.0,1
8725,2024,Au,le,Fe,6.0,11.0,69.584,0.0,Finished,71.0,33.0,22.243,No rain,-2.06,86,1.54,0.0,3
8726,2021,St,ha,Me,2.0,2.0,67.05799999999999,19.0,Finished,71.0,69.0,21.640,No rain,-2.06,86,1.54,0.0,2
8727,2021,Sã,la,Wi,16.0,16.0,74.616,0.0,+1 Lap,70.0,7.0,18.153,No rain,21.25,86,4.63,0.0,1
8728,2019,Fr,bo,Me,2.0,2.0,93.586,18.0,Finished,53.0,23.0,30.412,No rain,8.64,77,3.73,0.1,1
8729,2023,Mi,ma,,,,,,DNF,,45.0,22.688,No rain,22.99,64,8.23,0.0,1
8730,2019,Sp,pe,,,,,,DNF,,45.0,22.896,No rain,9.61,85,3.09,0.0,2
8731,2023,Du,no,Mc,2.0,7.0,74.39,6.0,Finished,72.0,10.0,20.395,No rain,1.59,88,3.6,0.0,2
8732,2021,St,ru,Wi,10.0,19.0,70.499,0.0,DNF,36.0,25.0,37.309,No rain,-2.06,86,1.54,0.0,2
8733,2019,Si,ku,Wi,19.0,16.0,106.793,0.0,Finished,61.0,21.0,29.033,No rain,26.92,87,1.03,0.0,2
8734,2022,Mi,ha,Me,6.0,6.0,92.941,8.0,Finished,57.0,22.0,18.820,No rain,22.99,64,8.23,0.0,1
8735,2023,Ba,le,Fe,3.0,19.0,97.17,0.0,DNF,39.0,13.0,24.345,No rain,21.05,72,5.45,0.0,1
8736,2022,Hu,al,Wi,17.0,17.0,83.047,0.0,+1 Lap,69.0,2.0,31.224,No rain,1.26,70,3.09,0.0,3
8737,2024,It,ma,,,,,,DNF,,41.0,24.150,Rain,5.0,87,0.45,1.0,2
8738,2024,Me,le,Fe,4.0,3.0,78.336,16.0,Finished,71.0,31.0,22.860,No rain,23.88,23,4.12,0.0,2
8739,2019,Au,ku,Wi,20.0,17.0,89.28399999999999,0.0,DNF,55.0,44.0,21.889,No rain,17.76,67,0.89,0.0,3
8740,2020,It,pe,,,,,,DNF,,22.0,26.693,Rain,5.0,87,0.45,1.0,1
8741,2023,Be,zh,Al,17.0,13.0,110.188,0.0,Finished,44.0,7.0,24.449,Rain,-1.91,100,2.57,0.0,2
8742,2021,Du,la,Wi,0.0,16.0,75.78999999999999,0.0,+2 Laps,70.0,23.0,20.646,No rain,1.59,88,3.6,0.0,1
8743,2024,Au,ri,RB,11.0,9.0,70.426,2.0,Finished,71.0,37.0,21.093,No rain,-2.06,86,1.54,0.0,2
8744,2020,Ei,ha,Me,2.0,1.0,88.145,25.0,Finished,60.0,45.0,23.180,No rain,-2.31,93,3.09,0.0,2
8745,2020,Au,no,Mc,3.0,3.0,67.475,16.0,Finished,71.0,26.0,23.637,No rain,-2.06,86,1.54,0.0,3
8746,2020,It,no,Mc,6.0,4.0,84.232,12.0,Finished,53.0,26.0,25:22.009,Rain,5.0,87,0.45,1.0,2
8747,2022,Az,ha,Me,7.0,4.0,107.044,12.0,Finished,51.0,9.0,21.470,Rain,4.97,75,12.35,0.0,2
8748,2020,Ba,la,Wi,20.0,14.0,94.59100000000001,0.0,+1 Lap,56.0,1.0,19:17.995,No rain,21.05,72,5.45,0.0,1
8749,2023,Du,st,As,11.0,11.0,75.17099999999999,0.0,Finished,72.0,9.0,20.208,No rain,1.59,88,3.6,0.0,2
8750,2022,Ba,le,Fe,1.0,1.0,94.57,26.0,Finished,57.0,31.0,24.527,No rain,21.05,72,5.45,0.0,2
8751,2021,Tu,no,Mc,7.0,7.0,92.446,6.0,Finished,58.0,34.0,23.239,No rain,5.73,65,4.63,0.0,1
8752,2022,Hu,ts,Al,16.0,19.0,83.538,0.0,+2 Laps,68.0,13.0,21.577,No rain,1.26,70,3.09,0.0,2
8753,2021,Fr,ru,Wi,14.0,12.0,98.314,0.0,+1 Lap,52.0,17.0,30.092,No rain,8.64,77,3.73,0.1,1
8754,2020,Tu,ra,,,,,,DNF,,1.0,30.623,No rain,5.13,81,2.59,0.0,3
8755,2020,St,ha,Me,1.0,1.0,66.719,25.0,Finished,71.0,27.0,21.729,No rain,-2.06,86,1.54,0.0,1
8756,2024,Em,ru,Me,6.0,7.0,78.589,7.0,Finished,63.0,21.0,29.664,Rain,4.34,96,2.91,1.33,2
8757,2021,Qa,ga,Al,2.0,11.0,87.019,0.0,+1 Lap,56.0,35.0,26.109,No rain,20.97,72,3.43,0.0,2
8758,2021,Em,gi,Al,17.0,14.0,79.47,0.0,+1 Lap,62.0,27.0,32.299,Rain,4.34,96,2.91,1.33,1
8759,2023,Au,ts,Al,16.0,19.0,69.62,0.0,+1 Lap,70.0,1.0,29.691,No rain,-2.06,86,1.54,0.0,2
8760,2020,It,kv,Al,11.0,9.0,84.479,2.0,Finished,53.0,22.0,25.920,Rain,5.0,87,0.45,1.0,1
8761,2023,Du,la,Al,19.0,13.0,74.82,0.0,Finished,72.0,10.0,30.836,No rain,1.59,88,3.6,0.0,2
8762,2021,Hu,ra,,,,,,DNF,,2.0,24:17.844,No rain,1.26,70,3.09,0.0,2
8763,2024,Br,pe,,,,,,DNF,,28.0,32.313,No rain,4.18,97,2.28,0.0,2
8764,2019,Ge,bo,Me,3.0,15.0,78.27199999999999,0.0,DNF,56.0,3.0,22.243,No rain,0.22,86,0.0,0.0,2
8765,2020,Hu,ra,,,,,,DNF,,33.0,27.128,No rain,1.26,70,3.09,0.0,2
8766,2023,Au,ma,,,,,,DNF,,2.0,16.369,No rain,-2.06,86,1.54,0.0,1
8767,2023,Ja,ma,,,,,,DNF,,16.0,24.382,No rain,7.84,72,6.85,0.0,1
8768,2023,Hu,al,Wi,16.0,11.0,84.051,0.0,+1 Lap,69.0,8.0,22.076,No rain,1.26,70,3.09,0.0,2
8769,2019,Fr,st,Ra,17.0,13.0,94.924,0.0,+1 Lap,52.0,39.0,30.849,No rain,8.64,77,3.73,0.1,1
8770,2024,Au,ha,Me,5.0,4.0,69.562,12.0,Finished,71.0,21.0,21.563,No rain,-2.06,86,1.54,0.0,1
8771,2021,Au,ga,Al,6.0,9.0,68.146,2.0,Finished,71.0,13.0,22.564,No rain,-2.06,86,1.54,0.0,2
8772,2023,Au,sa,Wi,18.0,16.0,81.456,0.0,DNF,56.0,8.0,15:38.017,No rain,17.76,67,0.89,0.0,4
